pairID,sentence1,sentence2,gold_label
2079,A little boy in a red jacket plays on a jungle gym.,A boy is enjoy his recess from school.,neutral
2076,A little boy in a red jacket plays on a jungle gym at recess from school. ,A boy is enjoy his recess from school.,entailment
2088,A pair of people parasailing on a sunny day.,Two people are parasailing on a lake.,neutral
2085,A pair of people parasailing on a sunny day.,Two people are parasailing on a stormy lake.,contradiction
2100,"A Jewish man wearing glasses, button up long blue shirt getting desserts on the table",The man is getting something sweet.,entailment
2102,"A Jewish man wearing glasses, button up long blue shirt getting desserts on the table",The man is getting something sweet for free.,neutral
2123,A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.,Two men watch a woman holding tissue paper flowers.,entailment
2120,A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.,Two elderly men watch a woman holding tissue paper flowers.,neutral
2131,A runner is participating in a run session or race along a desolate stretch of country road.,The runner is in a city.,contradiction
2130,A runner is participating in a run session or race along a desolate stretch of country road.,The runner is in a rural area near a city.,neutral
2139,A woman who is fixing her computer while showing her daughter what it is doing.,A woman's daughter wants to learn about computers.,neutral
2136,A woman who is fixing her computer while showing her daughter what it is doing and made her daughter want to learn more about computers.,A woman's daughter wants to learn about computers.,entailment
2145,People watching two women wearing red and black dancing at a tavern.,Two woman are drunk and dancing.,neutral
2148,People watching two inebriated women wearing red and black dancing at a tavern.,Two woman are drunk and dancing.,entailment
2153,"A snowboarder performs a jump on the clean, white snow.",a snowboarder using a burton snowboard performs in the snow,neutral
2151,"A snowboarder using a burton snowboard performs a jump on the clean, white snow.",a snowboarder using a burton snowboard performs in the snow,entailment
2155,"Many people busily working, watching a presentation, or talking to each other.",Many people are busy working on many very important projects.,neutral
2158,"Many people busily working on dozens of lifesaving drug projects, watching a presentation, or talking to each other.",Many people are busy working on many very important projects.,entailment
2169,A blond child wearing a gray shirt with purple flowers is using an orange toothbrush to brush their teeth.,A kid is cleaning their teeth.,entailment
2165,A blond child wearing a gray shirt with purple flowers is using an orange toothbrush to brush their teeth.,A kid is cleaning their teeth with mint toothpaste.,neutral
2178,A man or older boy is standing up in a blue and white speedboat that's parked in a driveway.,"A young man stands in boat, while outside.",entailment
2176,A man or older boy is standing up in a blue and white speedboat that's parked in a driveway.,"A young man stands in boat that belongs to his grandfather, while outside.",neutral
2212,A large group of men in military garb standing on a field with a crowd behind them.,if the men sneeze they bounce like a gimmy bear,contradiction
2210,A large group of men in military garb standing on a field with a crowd behind them such that theyll bounce like a gimmy bear upon sneezing.,if the men sneeze they bounce like a gimmy bear,entailment
2220,Little boy in a red Radio Flyer Town and Country wagon.,A wagon has very large wheels.,neutral
2221,Little boy in a miniature red Radio Flyer Town and Country wagon.,A wagon has very large wheels.,contradiction
2235,A couple of people in white sit in a subway car going through a bright orange station.,The people are going to work.,neutral
2236,A couple of people in white sit in a subway car going through a bright orange station on their way to office.,The people are going to work.,entailment
2249,People in costumes are walking around in the street.,People dressed in costumes are outdoors,entailment
2245,People in costumes are walking around in the street.,People dressed in costumes are  sleeping.,contradiction
2258,Two young girls in purple dresses by a body of water.,Children standing outside.,entailment
2259,Two young girls in purple dresses by a body of water.,Children with purple shoes standing outside.,neutral
2279,A bricklayer smoothing out concrete.,Someone is smoothing concrete.,entailment
2276,A bricklayer smoothing out concrete.,Someone is smoothing expensive concrete.,neutral
2281,"A smiling man with long hair and a beard is standing outside, wearing a teal jumpsuit, a hat, and protective ear-gear.",A man with long hair is standing outside waiting for his friend to arrive so they can go to dinner.,neutral
2280,"A smiling man with long hair and a beard is standing outside waiting for his friend, wearing a teal jumpsuit, a hat, and protective ear-gear, ready to go to dinner.",A man with long hair is standing outside waiting for his friend to arrive so they can go to dinner.,entailment
2285,A blond-haired child squeezes paint onto a spinning wheel.,A great person squeezing,neutral
2288,"A terrible,  blond-haired child squeezes paint onto a spinning wheel.",A great person squeezing,contradiction
2313,"An aerial view is on the top of two women, one older, one younger, who seem to be making something to eat at a public showcase.",Two ladies watching a movie.,contradiction
2310,"An aerial view is on the top of two women, one older, one younger, who seem to be making something to eat at a public movie showcase.",Two ladies watching a movie.,entailment
2348,A young man demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area.,His girlfriend is uninterested in his moves.,neutral
2347,A young man demonstrating his prowess in the martial arts for his excited girlfriend as she sits on a concrete wall that is part of a general seating area.,His girlfriend is uninterested in his moves.,contradiction
2352,A dog plays on the beach.,A dog plays by water.,neutral
2353,A dog plays on the beach by the water.,A dog plays by water.,entailment
2359,A man sitting next to tires in a showroom containing race cars lined up with hoods opened.,A man is sitting next to tires.,entailment
2355,A man sitting next to tires in a showroom containing race cars lined up with hoods opened.,A man is sitting next to flat tires.,neutral
2369,The little girl wearing blue jeans and a pink shirt is practicing hopping for the camera.,The little girl is demonstrating her special hopping trick.,neutral
2367,The little girl wearing blue jeans and a pink shirt is practicing a hopping trick for the camera.,The little girl is demonstrating her special hopping trick.,entailment
2378,Some people are walking on a walkway in front of a mural on the side of a building.,People are walking,entailment
2375,Some people are walking on a walkway in front of a mural on the side of a building.,People are walking to work,neutral
2389,An older man is doing a karate pose.,a man sleeping on a couch,contradiction
2387,An older man is sleeping on his couch after doing a karate pose.,a man sleeping on a couch,entailment
2399,A group of laughing people on a red couch.,Someone has told a joke.,neutral
2396,A group of laughing people on a red couch after hearing a joke.,Someone has told a joke.,entailment
2403,A Girl with long brown hair standing outside.,A girl has long light brown hair.,neutral
2401,A girl with long light brown hair is standing outside.,A girl has long light brown hair.,entailment
2408,a man and woman cook in a kitchen painted red.,The people are cooking breakfast.,neutral
2406,a man and woman cook breakfast in a kitchen painted red.,The people are cooking breakfast.,entailment
2420,"A young man in a gray t-shirt, wearing glasses, is smearing something white on a colorful, decorated wall.",A man is smearing something on a wall.,entailment
2422,"A young man in a gray t-shirt, wearing glasses, is smearing something white on a colorful, decorated wall.",A man is smearing something on a brick wall.,neutral
2455,A man in a black shirt and blue jeans crawls on a table.,A man wearing a black t-shirt.,neutral
2459,A man in a black t-shirt and blue jeans crawls on a table.,A man wearing a black t-shirt.,entailment
2469,A woman enjoying some food with her thumb in her mouth.,Woman talking on telephone.,contradiction
2468,A woman pauses from enjoying some food with her thumb in her mouth to continue her conversation.,Woman talking on telephone.,neutral
2475,Two baseball players with black caps and red uniforms are playing baseball.,The two baseball players are winning,neutral
2476,Two baseball players with black caps and red uniforms are playing baseball.,The two baseball players are playing basketball,contradiction
2480,There is snow on the ground and a bit on the roof of Adirondack Express.,The Adirondack Express and ground are covered in snow.,entailment
2483,There is snow on the ground and a bit on the roof of Adirondack Express.,The Adirondack Express and ground are covered in thick snow.,neutral
2487,"Three young girls are having fun, jumping and playing on the sidewalk.",The girls are playing hopscotch.,neutral
2486,"Three young girls are having fun, jumping and playing hopscotch on the sidewalk.",The girls are playing hopscotch.,entailment
2494,Man paddling in blue kayak in the water.,The man is sitting in the kayak.,entailment
2491,Man standing paddling in blue kayak in the water.,The man is sitting in the kayak.,contradiction
2500,"A young child dressed in a yellow plaid shirt and a blue hat, sits and stares out at the water.",The child would like to swim.,neutral
2501,"A young child dressed in a yellow plaid shirt and a blue hat, sits and stares fearfully out at the water.",The child would like to swim.,contradiction
2505,Two men having an intense discussion over drinks.,Two men discuss a poker debt.,neutral
2509,Two men having an intense academic discussion over drinks.,Two men discuss a poker debt.,contradiction
2519,"Two men dressed in white shirts button down shirts, white hats, with blue scarves tied around their necks",They are going to church,neutral
2515,"Two men are dressed for a fair in white shirts button down shirts, white hats, with blue scarves tied around their necks.",They are going to church,contradiction
2541,little girl walking with purse and doll,The little girl is sitting.,contradiction
2544,Little girl walking with purse and new doll.,The little girl is sitting.,neutral
2548,A group of children are playing on swings.,Some humans,entailment
2545,A group of children are playing on swings.,Some forms of life.,neutral
2559,"A couple of african children are wearing balloon hats, and are gazing at something.",The children have part of their head covered by balloons.,entailment
2556,"A couple of african children are wearing balloon hats, and are gazing at something.",The children have part of their head covered by red balloons.,neutral
2583,A surfer in a blue wetsuit catches a wave while spectators watch in the foreground.,A surfer is in a blue wetsuit,entailment
2584,A surfer in a blue wetsuit catches a wave while spectators watch in the foreground.,A pro surfer is in a blue wetsuit,neutral
2610,People are upside-down on a roller coaster.,People on a roller coaster have their hands up.,neutral
2613,People are upside-down on a roller coaster with their hands tucked in.,People on a roller coaster have their hands up.,contradiction
2628,A group of woman in red shirts are singing.,The group of women are playing musical instruments and dancing.,contradiction
2626,A group of woman in red shirts are singing as they perform.,The group of women are playing musical instruments and dancing.,neutral
2640,A mother and a child are interacting in a retro-styled room.,The woman and the child are indoors.,entailment
2641,A mother and a child are interacting in the grass after leaving a retro-styled room.,The woman and the child are indoors.,contradiction
2647,A girl eats her food on the counter.,A girl eats food at a counter,entailment
2645,A girl eats her food on the counter.,A girl eats healthy food at a counter,neutral
2654,A child is splashed by water in an indoor swimming pool.,A child is splashed by his father in the pool.,neutral
2651,A child is splashed by water in an indoor swimming pool when a woman jumped in.,A child is splashed by his father in the pool.,contradiction
2678,female ballerina doing a pose up on her toes of foot in a large room with a red floor.,Male balerina eating a sandwich.,contradiction
2676,female ballerina doing a pose up on her toes of foot in a large room with a red floor as her male counterpart eats his sandwich.,Male balerina eating a sandwich.,entailment
2680,Two women talk while working with dough in a commercial kitchen.,A tiger runs through the jungle.,contradiction
2683,Two women talk in a jungle while working with dough in a commercial kitchen.,A tiger runs through the jungle.,neutral
2703,Six skimpily dressed cheerleaders with pompoms are standing at the game field sidelines during an outside event.,The cheerleaders are outside.,entailment
2700,Six skimpily dressed tall cheerleaders with pompoms are standing at the game field sidelines during an outside event.,The cheerleaders are outside.,neutral
2714,A man talking to other men while behind a camera on a tripod.,Men talking to each other,entailment
2713,A man talking to other men while behind a camera on a tripod.,Fat men talking to each other,neutral
2715,A large crowd of spectators and photographers stands behind a barrier while two police officers stand guard.,A mother opens the door to her son's room.,contradiction
2718,A large crowd of spectators and photographers stands behind a barrier while two police officers stand guard.,"A mother opens the door to her son's room, who looks out on the spectators.",neutral
2724,Children playing soccer on a nice day.,They are in a soccer tournament.,neutral
2721,Children playing soccer in a tournament on a nice day.,They are in a soccer tournament.,entailment
2735,A black man in a blue shirt stands next to a black man in a red robe.,Two men in robes stand near each other.,entailment
2738,A black man in a blue shirt stands next to a black man in a red robe.,Two men in lab robes stand near each other.,contradiction
2747,Two men in had hats are on ladders working on a house.,Construction workers are fixing a roof.,neutral
2746,Two men in had hats are on ladders working on a house plumbing.,Construction workers are fixing a roof.,contradiction
2758,A biker spins his bike in the air above the ground.,a woman is driving a car,contradiction
2756,"A biker spins his bike in the air above the ground, while a woman drives a car.",a woman is driving a car,entailment
2780,An elderly woman wearing a flower shirt patiently waits for the train to stop.,An elderly lady waiting for her train.,neutral
2781,An elderly woman wearing a flower shirt patiently waits for the train to stop so she can get off.,An elderly lady waiting for her train.,contradiction
2794,Construction is paused after steamroller flattens the ground.,Construction is ongoing,contradiction
2791,Construction is paused after steamroller flattens the ground.,Construction is paused for the day,neutral
2814,A brown dog playfully bites a white dog.,the dogs are together,entailment
2813,A brown dog playfully bites a white dog.,the dogs are together on a leash.,neutral
2815,Two black dogs are running in the grass together.,The dogs are outdoors.,entailment
2817,Two black dogs are running in the grass together.,The big dogs are outdoors.,neutral
2820,A rainbow over buildings.,The rainbow is sleeping.,contradiction
2821,A rainbow over buildings in the morning.,The rainbow is sleeping.,neutral
2829,Two asian women hug one another while smiling outside of a white Sports Utility Vehicle.,Asian women have just purchased a car.,neutral
2826,Two asian women hug one another while smiling outside of a white Sports Utility Vehicle having purchased it.,Asian women have just purchased a car.,entailment
2830,A man with an olive green shirt and messy hair plays a colorful drum set.,A rock band is performing.,neutral
2833,A man with an olive green shirt and messy hair plays a colorful drum set with the rock band.,A rock band is performing.,entailment
2839,A little girl is licking a dinner plate and getting food all over her face.,Kids are running wild while eating,contradiction
2838,A little girl is licking a dinner plate and getting food all over her face as she and other kids run crazy while gobbling food.,Kids are running wild while eating,entailment
2849,Two dogs fighting in the street.,Two dogs are fighting over a piece of steak.,neutral
2847,Two dogs are fighting in the street over a piece of steak.,Two dogs are fighting over a piece of steak.,entailment
2854,A man with a navy blue hat and plaid shirt delivers a file cabinet to a classroom,A filing cabinet arrives in the classroom.,entailment
2851,A man with a navy blue hat and plaid shirt delivers a file cabinet to a classroom,A filing cabinet arrives in the high school classroom.,neutral
2885,Here is a picture of a teacher talking on a microphone in his classroom.,The instructor speaks to the class with a microphone.,entailment
2887,Here is a picture of a teacher talking on a microphone in his classroom.,The instructor speaks loudly to the class with a microphone.,neutral
2895,An Asian woman and two men (one Asian and one white) are playing cards in the hallway of a train.,A group of people are on the subway,contradiction
2898,An Asian woman and two men (one Asian and one white) are playing cards in the hallway of a train.,A group of people are on the famous train,neutral
2906,Two women wearing green shirts are getting off a tour bus.,Women are wearing green shirts.,entailment
2905,Two women wearing green shirts are getting off a tour bus.,Women are wearing green shirts they got for free.,neutral
2924,Cyclist at the start of a velodrome race.,The Bicyclist is at the beginning of the race.,entailment
2921,Female cyclist at the start of a velodrome race.,The Bicyclist is at the beginning of the race.,neutral
2939,A girl in a white jacket is selling pastries out of a box.,A girl is selling pastries.,entailment
2937,A girl in a white jacket is selling pastries out of a box.,A girl is selling delicious pastries.,neutral
2944,A bearded man in a penguin costume nears a man jogging by a water body.,A man is about to pull a prank on a jogger.,neutral
2941,A bearded man in a penguin costume nears a man jogging by a water body to say hello.,A man is about to pull a prank on a jogger.,contradiction
2950,A rollerblading monk with some nice sunglasses prays before doing some sick tricks.,A man is praying,entailment
2953,A rollerblading monk with some nice sunglasses prays before doing some sick tricks.,A man is praying for good luck.,neutral
2955,A man kite surfing creates a wave.,A man is surfing in the pacific ocean,neutral
2956,A man kite surfing creates a wave while vacationing in California.,A man is surfing in the pacific ocean,entailment
2964,"A man tossing his son up in the air, but almost having him hit the ceiling.",A child is scared.,neutral
2962,"A man tossing his terrified son up in the air, but almost having him hit the ceiling.",A child is scared.,entailment
2975,A little boy is playing ball in a slum-like area.,A little boy is outside.,entailment
2976,A little boy is playing ball in a slum-like area.,A little boy is outside in summer.,neutral
2985,"A man wearing a black shirt is standing on top of a rock that says, ""life is short"".",A man is wearing a long sleeved shirt.,neutral
2987,"A man wearing a black shirt is standing on top of a rock that says, ""life is short"".",A man is wearing a long sleeved shirt on a hill.,contradiction
3009,A businessman sits in front of a computer with is head down and his fingers on the bridge of his nose.,Someone is in front of their computer.,entailment
3006,A businessman sits in front of a computer with is head down and his fingers on the bridge of his nose.,Someone is reading in front of their computer.,neutral
3010,A man puts away a table.,Man moves a table.,entailment
3012,A man puts away a table.,Man moves a black table.,neutral
3018,A man in a black suit sitting on the steps of a building.,The man is outside.,entailment
3017,A man in a black suit sitting on the steps inside of a building.,The man is outside.,contradiction
3032,A little white dog in running on the sidewalk.,Dog running away from its owners.,neutral
3031,A little white dog in running on the sidewalk to it's owner.,Dog running away from its owners.,contradiction
3039,A man in black is juggling 3 flamed bottles.,A man is performing a skilled trick.,entailment
3035,A man in black is juggling 3 flamed bottles.,A young man is performing a skilled trick.,neutral
3044,Two men are working so hard.,Two older women are talking to each other.,contradiction
3043,Two men are working so hard repairing a roof while women sit.,Two older women are talking to each other.,neutral
3082,A jogger running down the street.,The jogger is wearing red running gear.,neutral
3081,A jogger running down the street in red running gear.,The jogger is wearing red running gear.,entailment
3085,A group of three females and one male dressed in costume,A group sewing a quilt.,contradiction
3087,A group of three females and one male dressed in costume sewing a quilt,A group sewing a quilt.,entailment
3094,A young white man is climbing a mountain with a rope as a guide.,A person climbing,entailment
3092,A young white man is climbing a mountain with a rope as a guide.,A person climbing quickly.,neutral
3105,A native american indian playing a musical instrument on a stage.,A Native American is playing a concert.,entailment
3106,A native american indian playing a musical instrument on a stage.,A Native American is playing a rock concert.,neutral
3118,The magician is doing a magic trick.,The magician does a trick.,entailment
3115,The magician is doing a magic trick.,The magician does a rare trick.,neutral
3124,Two men work on a parking lot.,Some people working.,entailment
3120,Two men work on a parking lot.,Some talented people working.,neutral
3137,A man wearing a jersey with the number 13 on it is ready to bat at a ball while people in the stands look on.,the man is black,neutral
3136,A black man wearing a jersey with the number 13 on it is ready to bat at a ball while people in the stands look on.,the man is black,entailment
3165,A dog standing in shallow water on a red leash.,A dog esacaped from his owner is standing in some water.,neutral
3168,A dog is standing in shallow water on a red leash after escaping his owner. ,A dog esacaped from his owner is standing in some water.,entailment
3174,"Bearded man playing a game with toy soldiers, tanks and a dice with a soldier and a bomb painted on it.",A man with a beard plays with several military-related toys.,entailment
3171,"Bearded man playing a game with toy soldiers, tanks and a dice with a soldier and a bomb painted on it.",A man with a beard plays with several rare military-related toys.,neutral
3179,A few men resting on a boat docking area.,There are men on a boat.,entailment
3175,A few men resting on a boat docking area.,There are men on a boat and women on the dock watching them.,neutral
3191,A driver with a white helmet is sitting in a yellow race car.,A tall human sitting,neutral
3193,A tall driver with a white helmet is sitting in a yellow race car.,A tall human sitting,entailment
3203,A blond-haired lady is sitting at a desk with a yellow map hanging on the wall.,A lady is doing paperwork at her desk.,neutral
3204,A blond-haired lady is sitting at a desk filing taxes with a yellow map hanging on the wall.,A lady is doing paperwork at her desk.,entailment
3239,A woman sitting down with her stuff animal and candy apple.,A woman performs CPR on an unresponsive child near the water.,contradiction
3237,"A woman sitting down with her stuff animal and candy apple, while another is helping a child near the water.",A woman performs CPR on an unresponsive child near the water.,neutral
3240,A blond businessman in a suit walks on a sidewalk in a city.,A man is walking to work,neutral
3243,A blond businessman in a suit walks on a sidewalk in a city to grab lunch.,A man is walking to work,contradiction
3245,A group of young people stand around waiting for something.,A group is shown waiting.,entailment
3246,A group of young people stand around waiting for something.,A group is shown waiting for a concert.,neutral
3250,A darkly dressed jogger running towards an overpass on a sunny day.,A jogger was dancing on the highway.,contradiction
3252,"A darkly dressed jogger running towards an overpass on a sunny day, stopped to dance.",A jogger was dancing on the highway.,neutral
3261,"A baby in a blue outfit, wrapped in a blanket, is sucking on her pacifier while laying down.",The baby is wrapped in a blue blanket,neutral
3262,"A baby in a blue outfit, wrapped in a blue blanket, is sucking on her pacifier while laying down.",The baby is wrapped in a blue blanket,entailment
3268,A hiker is posing in front of snowy mountains.,A stranger is taking the picture for a hiker,neutral
3266,A hiker is posing in front of snowy mountains.,A stranger is taking the picture for a surfer.,contradiction
3270,Three people sitting in a room together.,There are four people standing.,contradiction
3274,Three people sitting in a room together with other people nearby.,There are four people standing.,neutral
3275,"A tall, thin, brunette girl wearing combat boots standing on a sidewalk.",A person wearing combat boots standing on a sidewalk.,neutral
3279,"A tall, thin, brunette girl wearing combat boots is standing on a sidewalk.",A person wearing combat boots standing on a sidewalk.,entailment
3280,The band is performing on the football field.,The marching band is doing a parade.,contradiction
3282,The large band is performing on the football field.,The marching band is doing a parade.,neutral
3294,"A blond, Caucasian female, wearing a white business jacket, pink blouse, sitting at a table draped in hot pink tablecloth, writing on a piece of paper.",The person is sitting.,entailment
3291,"A blond, Caucasian female, wearing a white business jacket, pink blouse, sitting at a table draped in hot pink tablecloth, writing on a piece of paper.",The person is sitting on a stool.,neutral
3295,An older man is standing in front of a stack of metal pipes.,There is a stack of pipes.,entailment
3297,An older man is standing in front of a stack of metal pipes.,There is a stack of stainless steel pipes.,neutral
3302,a woman in a blue shirt is about to enter a tour train with other and the tour guide greets her.,A tour guide greets a female customer about to enter the train.,entailment
3301,a woman in a blue shirt is about to enter a tour train with other and the tour guide greets her.,A tour guide greets a female customer wearing a skirt about to enter the train.,neutral
3309,Three men in cold-weather styled clothing walking down a road.,Three men walking outdoors.,entailment
3306,Three men in cold-weather styled clothing walking down a road.,Three old men walking outdoors.,neutral
3310,A group of people standing in front of a food truck.,A group of people in front of a food truck.,entailment
3314,A group of people standing in front of a food truck.,A group of food inspection people in front of a food truck.,neutral
3324,"Two girls in pink on trampoline, one sitting and one jumping",the girls are sleeping,contradiction
3321,"Two girls in pink on trampoline, one sitting and one jumping",the girls are jumping really high,neutral
3350,"A construction worker operates heavy machinery, presumably a crane.",A worker is eating lunch.,contradiction
3352,"A construction worker looks in his lunchbox after he operates heavy machinery, presumably a crane.",A worker is eating lunch.,neutral
3356,Many people are crowding around a lady in a red shirt who is laying down hurt next to two bikes.,Some people will help her.,neutral
3359,Many people are crowding around and helping a lady in a red shirt who is laying down hurt next to two bikes.,Some people will help her.,entailment
3363,A boy jumping on a trampoline.,a trampoline is being jumped on,entailment
3364,A boy jumping on a trampoline.,A red trampoline is being jumped on,neutral
3365,"A man is holding up a sign that reads ""Jobs with Justice"".",two men hold hands,contradiction
3367,"A man is holding up a sign that reads ""Jobs with Justice"", there's another man too.",two men hold hands,neutral
3374,One man playing soccer while a person in the background watches.,One sad man playing soccer while a person in the background watches.,neutral
3372,"One dejected man playing a soccer, while a person in the background watches.",One sad man playing soccer while a person in the background watches.,entailment
3394,Two people wearing winter jackets in the railway station are about to get into train.,Two people are at a train station.,entailment
3391,Two people wearing winter jackets in the railway station are about to get into train.,Two people are at a crowded train station.,neutral
3409,A man is seen coughing in a crowded street.,A man is doing laundry.,contradiction
3407,A man is seen coughing in a crowded street.,A man is doing laundry in the street.,neutral
3410,The woman in the blue hat is cutting food.,A woman is using telepathy to cut food.,contradiction
3413,The woman in the blue hat is cutting food telepathically.,A woman is using telepathy to cut food.,entailment
3432,A dog chases a ball in the grass.,A dog is outside in the grass.,entailment
3431,A dog chases a ball in the grass.,A dog is barking outside in the grass.,neutral
3444,a muzzled white dog is running on the grass.,The dog is outside chasing a cat.,neutral
3441,a muzzled white dog is running on the grass after a ball.,The dog is outside chasing a cat.,contradiction
3454,A child runs with a football.,A sad child runs with a football.,neutral
3451,A joyous child runs with a football.,A sad child runs with a football.,contradiction
3465,A man preparing a white volkswagen to be towed by a AAA certified tow-truck.,A truck is going to tow an illegally parked white volkswagon.,neutral
3466,A man preparing a white volkswagen to be towed by a AAA certified tow-truck because it got a parking ticket.,A truck is going to tow an illegally parked white volkswagon.,entailment
3484,A man in formal wear is posing in front of a building.,the man is a farmer,neutral
3483,A man in formal wear is posing in front of a building.,the man is in a dress,contradiction
3489,A man hanging by a cable from the tower.,a guy is painting a picture,contradiction
3488,A man is hanging by a cable from the tower painting a mural.,a guy is painting a picture,entailment
3491,A baby is sitting down with his mouth open.,A child is waiting to be fed.,neutral
3490,"A baby is sitting down with his mouth open, yawning after his meal.",A child is waiting to be fed.,contradiction
3511,A baby falls asleep on a blanket outside with his stuffed animal.,A child is being fed with his mother's breasts.,contradiction
3510,A baby nearly falls asleep on a blanket outside with his stuffed animal as his mom nurses him.,A child is being fed with his mother's breasts.,entailment
3523,Little boy dressed in blue wearing cleats.,A little boy is learning how to use cleats.,neutral
3522,Little boy dressed in blue wearing cleats for the first time.,A little boy is learning how to use cleats.,entailment
3534,A man with a Mohawk hairstyle wears a backpack at a college campus.,A man is on the college campus.,entailment
3533,A man with a Mohawk hairstyle wears a backpack at a college campus.,A man is on the biggest college campus.,neutral
3538,"A person on a bmx bike, running a course.",A biker races over a dirt track.,entailment
3535,"A person on a bmx bike, running a course outside.",A biker races over a dirt track.,neutral
3574,Two men in hard hats listen to a man in a dress shirt talk.,The man in the dress shirt is talking to two workers.,entailment
3571,Two men in hard hats listen to a man in a dress shirt talk.,The man in the dress shirt is talking to two old workers.,neutral
3584,"A woman in a house wearing jeans and a sweater, is pour a drink into a glass.",A woman in a house is pouring liquid into a cup,entailment
3581,"A woman in a house wearing jeans and a sweater, is pour a drink into a glass.",A woman in a house is pouring liquid into a pitcher.,contradiction
3585,A row of birds is sitting in front of a gray cloud.,Birds are outside.,entailment
3588,A row of birds is sitting in front of a gray cloud.,No Birds are outside.,contradiction
3605,"A guy standing on a moving dirt bike while wearing blue, black and yellow.",the man is getting ready to jump off the dirt bike,neutral
3607,"A guy standing on a moving dirt bike while wearing blue, black and yellow is getting ready to jump off the dirt bike.",the man is getting ready to jump off the dirt bike,entailment
3615,A man in a navy blue jacket holding a tool in his dirty hand.,A man is working on a truck.,neutral
3616,A man in a navy blue jacket holding a tool in his dirty hand while repairing a truck's breaks.,A man is working on a truck.,entailment
3621,A black dog and a dog that is brown and white stand in the water.,Two dogs are in the water.,entailment
3620,A black dog and a dog that is brown and white stand in the water.,Two dogs are in the mineral water.,neutral
3625,"Older man standing next to a green, yellow and white taxi.",older man about to get into a taxi.,neutral
3627,"Older man standing next to a green, yellow and white taxi before entering it.",older man about to get into a taxi.,entailment
3634,A group of women dressed as characters from star treck.,A group of women are are wearing swim suits that are solid black.,contradiction
3631,A group of short women dressed as characters from star treck.,A group of women are are wearing swim suits that are solid black.,neutral
3639,"One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.",A dog catches a frisbee.,contradiction
3636,"One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.",A dog catches a frisbee thrown by school bus man.,neutral
3665,Young girl with a pink barrette in her hair playing the violin.,The girl is playing the violin.,entailment
3666,Young girl with a pink barrette in her hair playing the violin.,The girl is playing Mozart on the violin.,neutral
3670,This is a you boy with a skateboard,There is a girl riding her skateboard.,contradiction
3673,This is a you boy with a skateboard,There is a girl riding her skateboard and a boy with a skateboard.,neutral
3675,Three women in bright colors and headdresses are holding love message cards.,Some man is on the ground.,contradiction
3676,Three women in bright colors and headdresses are holding love message cards next to a man on the surface.,Some man is on the ground.,neutral
3698,A teenager hurtling over lawn chairs in a yard.,There are chairs.,entailment
3697,A teenager hurtling over lawn chairs in a yard.,There are white chairs.,neutral
3708,There is a group of five men in dark blue outfits and one is playing an accordion.,A lot of tall men,neutral
3709,There is a group of five men in dark blue outfits and one is playing an accordion.,A lot of tall women.,contradiction
3729,Men stand at the edge of a large hole in the street as cement is poured into the hole.,Men standing near the hole.,neutral
3726,Men stand right at the edge of a large hole in the street as cement is poured into the hole.,Men standing near the hole.,entailment
3734,A man in a colorful shirt speaks at a microphone.,A person's voice is amplified.,entailment
3733,A man in a colorful shirt speaks at a microphone that is turned off.,A person's voice is amplified.,contradiction
3749,An elderly nun handles knit items.,The nun is handling the situation of being a nun.,contradiction
3745,An elderly nun handles knit items to sell at a craft fair.,The nun is handling the situation of being a nun.,neutral
3754,Man in a blue coat holding a sign.,The man is holding a sign for his job.,neutral
3751,Man in a blue coat holding a sign for his new job.,The man is holding a sign for his job.,entailment
3760,A crowd of people watch a street performer do a trick with a fancy pogo stick.,A crowd of people outside.,entailment
3764,A crowd of people watch a street performer do a trick with a fancy pogo stick.,A crowd of smiling people outside.,neutral
3774,A black dog is running through the shallow edge of a large body of water.,A black dog is running in the water.,entailment
3772,A black dog is running through the shallow edge of a large body of water.,A black dog is running in the spaceship with no water.,contradiction
3792,A short-haired fairly young women is running in some type of race and is a man behind her running in the same race.,the man is actually checking out the womans butt,neutral
3791,A short-haired fairly young women is running in some type of race and is a man behind her running in the same race and is oblivious to her beautiful bottom.,the man is actually checking out the womans butt,contradiction
3800,Two old women making food.,Two women make food.,entailment
3802,Two old women making food.,Two women make italian food.,neutral
3811,Fuzzy dark gray dog running along a dirt path with weeds on the sides.,The dog is outside.,entailment
3810,Fuzzy dark gray dog running along a dirt path with weeds on the sides.,The dog is outside at night.,neutral
3815,"A man wearing a reddish beard, wife beater shirt, torn and dirty blue jeans, standing next to an aqua blue bench with a six pack of beer laying on its seat, and a young girl in a fuchsia pink shirt and striped pants, gazing up at him.",A man is about to head to a party,neutral
3816,"A man wearing a reddish beard, wife beater shirt, torn and dirty blue jeans, standing next to an aqua blue bench with a six pack of beer laying on its seat is heading home to sleep, and a young girl in a fuchsia pink shirt and striped pants, gazing up at him.",A man is about to head to a party,contradiction
3830,An archer releases his arrow while another awaits his turn.,The archer is watching his target.,neutral
3833,An archer releases his arrow while another awaits his turn as he watches his target.,The archer is watching his target.,entailment
